      0.0000     0.0000000
      0.0051     0.0000000
      0.0103     0.0000000
      0.0154     0.0000000
      0.0205     0.0000000
      0.0256     0.0000000
      0.0308     0.0000000
      0.0359     0.0000000
      0.0410     0.0000000
      0.0462     0.0000000
      0.0513     0.0000000
      0.0564     0.0000000
      0.0615     0.0000000
      0.0667     0.0000000
      0.0718     0.0000000
      0.0769     0.0000000
      0.0821     0.0000000
      0.0872     0.0000000
      0.0923     0.0000000
      0.0974     0.0000000
      0.1026     0.0000000
      0.1077     0.0000000
      0.1128     0.0000000
      0.1179     0.0000000
      0.1231     0.0000000
      0.1282     0.0000000
      0.1333     0.0000000
      0.1385     0.0000000
      0.1436     0.0000000
      0.1487     0.0000000
      0.1538     0.0000000
      0.1590     0.0000000
      0.1641     0.0000000
      0.1692     0.0000000
      0.1744     0.0000000
      0.1795     0.0000000
      0.1846     0.0000000
      0.1897     0.0000000
      0.1949     0.0000000
      0.2000     0.0000000
      0.2051     0.0000000
      0.2103     0.0000000
      0.2154     0.0000000
      0.2205     0.0000000
      0.2256     0.0000000
      0.2308     0.0000000
      0.2359     0.0000000
      0.2410     0.0000000
      0.2462     0.0000000
      0.2513     0.0000000
      0.2564     0.0000000
      0.2615     0.0000000
      0.2667     0.0000000
      0.2718     0.0000000
      0.2769     0.0000000
      0.2821     0.0000000
      0.2872     0.0000000
      0.2923     0.0000000
      0.2974     0.0000000
      0.3026     0.0000000
      0.3077     0.0000000
      0.3128     0.0000000
      0.3179     0.0000000
      0.3231     0.0000000
      0.3282     0.0000000
      0.3333     0.0000000
      0.3385     0.0000000
      0.3436     0.0000000
      0.3487     0.0000000
      0.3538     0.0000000
      0.3590     0.0000000
      0.3641     0.0000000
      0.3692     0.0000000
      0.3744     0.0000000
      0.3795     0.0000000
      0.3846     0.0000000
      0.3897     0.0000000
      0.3949     0.0000000
      0.4000     0.0000000
      0.4051     0.0000000
      0.4103     0.0000000
      0.4154     0.0000000
      0.4205     0.0000000
      0.4256     0.0000000
      0.4308     0.0000000
      0.4359     0.0000000
      0.4410     0.0000000
      0.4462     0.0000000
      0.4513     0.0000000
      0.4564     0.0000000
      0.4615     0.0000000
      0.4667     0.0000000
      0.4718     0.0000000
      0.4769     0.0000000
      0.4821     0.0000000
      0.4872     0.0000000
      0.4923     0.0000000
      0.4974     0.0000000
      0.5026     0.0000000
      0.5077     0.0000000
      0.5128     0.0000000
      0.5179     0.0000000
      0.5231     0.0000000
      0.5282     0.0000000
      0.5333     0.0000000
      0.5385     0.0000000
      0.5436     0.0000000
      0.5487     0.0000000
      0.5538     0.0000000
      0.5590     0.0000000
      0.5641     0.0000000
      0.5692     0.0000000
      0.5744     0.0000000
      0.5795     0.0000000
      0.5846     0.0000000
      0.5897     0.0000000
      0.5949     0.0000000
      0.6000     0.0000000
      0.6051     0.0000000
      0.6103     0.0000000
      0.6154     0.0000000
      0.6205     0.0000000
      0.6256     0.0000000
      0.6308     0.0000000
      0.6359     0.0000000
      0.6410     0.0000000
      0.6462     0.0000000
      0.6513     0.0000000
      0.6564     0.0000000
      0.6615     0.0000000
      0.6667     0.0000000
      0.6718     0.0000000
      0.6769     0.0000000
      0.6821     0.0000000
      0.6872     0.0000000
      0.6923     0.0000000
      0.6974     0.0000000
      0.7026     0.0000000
      0.7077     0.0000000
      0.7128     0.0000000
      0.7179     0.0000000
      0.7231     0.0000000
      0.7282     0.0000000
      0.7333     0.0000000
      0.7385     0.0000000
      0.7436     0.0000000
      0.7487     0.0000000
      0.7538     0.0000000
      0.7590     0.0000000
      0.7641     0.0000000
      0.7692     0.0000002
      0.7744     0.0000012
      0.7795     0.0000055
      0.7846     0.0000223
      0.7897     0.0000809
      0.7949     0.0002650
      0.8000     0.0007857
      0.8051     0.0021456
      0.8103     0.0053457
      0.8154     0.0123182
      0.8205     0.0263796
      0.8256     0.0527939
      0.8308     0.0992048
      0.8359     0.1758630
      0.8410     0.2952445
      0.8462     0.4716351
      0.8513     0.7198232
      0.8564     1.0512460
      0.8615     1.4770840
      0.8667     2.0024395
      0.8718     2.6274760
      0.8769     3.3465824
      0.8821     4.1446462
      0.8872     5.0076690
      0.8923     5.9107633
      0.8974     6.8371906
      0.9026     7.7595134
      0.9077     8.6479340
      0.9128     9.4981146
      0.9179    10.2679844
      0.9231    10.9624062
      0.9282    11.5616961
      0.9333    12.0567513
      0.9385    12.4405165
      0.9436    12.7168083
      0.9487    12.8938065
      0.9538    12.9659986
      0.9590    12.9463749
      0.9641    12.8475018
      0.9692    12.6736422
      0.9744    12.4381523
      0.9795    12.1501322
      0.9846    11.8260775
      0.9897    11.4669056
      0.9949    11.0854492
      1.0205     9.0739841
      1.0462     7.1626239
      1.0718     5.4679613
      1.0974     4.0300527
      1.1231     2.8806980
      1.1487     2.0274487
      1.1744     1.4351717
      1.2000     1.0370739
      1.2256     0.7683925
      1.2513     0.5869097
      1.2769     0.4627918
      1.3026     0.3782915
      1.3282     0.3176253
      1.3538     0.2731842
      1.3795     0.2367390
      1.4051     0.2090808
      1.4308     0.1856857
      1.4564     0.1653979
      1.4821     0.1487494
      1.5077     0.1365410
      1.5333     0.1270209
      1.5590     0.1197491
      1.5846     0.1156181
      1.6103     0.1134271
      1.6359     0.1133823
      1.6615     0.1150645
      1.6872     0.1198627
      1.7128     0.1275302
      1.7385     0.1376717
      1.7641     0.1508801
      1.7897     0.1676069
      1.8154     0.1885478
      1.8410     0.2139264
      1.8667     0.2437419
      1.8923     0.2774954
      1.9179     0.3144662
      1.9436     0.3528945
      1.9692     0.3910152
      1.9949     0.4267550
      2.0205     0.4585282
      2.0462     0.4850323
      2.0718     0.5053616
      2.0974     0.5193726
      2.1231     0.5272066
      2.1487     0.5294992
      2.1744     0.5272751
      2.2000     0.5215081
      2.2256     0.5132064
      2.2513     0.5032015
      2.2769     0.4922647
      2.3026     0.4809345
      2.3282     0.4696952
      2.3538     0.4588280
      2.3795     0.4485987
      2.4051     0.4392366
      2.4308     0.4308719
      2.4564     0.4236291
      2.4821     0.4175273
      2.5077     0.4125202
      2.5333     0.4085788
      2.5590     0.4055676
      2.5846     0.4033987
      2.6103     0.4019198
      2.6359     0.4009861
      2.6615     0.4005031
      2.6872     0.4003310
      2.7128     0.4003816
      2.7385     0.4005348
      2.7641     0.4007350
      2.7897     0.4008908
      2.8154     0.4009754
