 ETA_AV=  0.185690567  0.0928452983  0.0928452685
      0.0000     0.0219649     0.0219649     0.0219649
      0.0051     0.0219649     0.0219649     0.0219649
      0.0103     0.0219649     0.0219649     0.0219649
      0.0154     0.0219649     0.0219649     0.0219649
      0.0205     0.0219649     0.0219649     0.0219649
      0.0256     0.0219649     0.0219649     0.0219649
      0.0308     0.0219649     0.0219649     0.0219649
      0.0359     0.0219649     0.0219649     0.0219649
      0.0410     0.0219649     0.0219649     0.0219649
      0.0462     0.0219649     0.0219649     0.0219649
      0.0513     0.0219649     0.0219649     0.0219649
      0.0564     0.0219649     0.0219649     0.0219649
      0.0615     0.0219649     0.0219649     0.0219649
      0.0667     0.0219649     0.0219649     0.0219649
      0.0718     0.0219649     0.0219649     0.0219649
      0.0769     0.0219649     0.0219649     0.0219649
      0.0821     0.0219649     0.0219649     0.0219649
      0.0872     0.0219649     0.0219649     0.0219649
      0.0923     0.0219649     0.0219649     0.0219649
      0.0974     0.0219649     0.0219649     0.0219649
      0.1026     0.0219649     0.0219649     0.0219649
      0.1077     0.0219649     0.0219649     0.0219649
      0.1128     0.0219649     0.0219649     0.0219649
      0.1179     0.0219649     0.0219649     0.0219649
      0.1231     0.0219649     0.0219649     0.0219649
      0.1282     0.0219649     0.0219649     0.0219649
      0.1333     0.0219649     0.0219649     0.0219649
      0.1385     0.0219649     0.0219649     0.0219649
      0.1436     0.0219649     0.0219649     0.0219649
      0.1487     0.0219649     0.0219649     0.0219649
      0.1538     0.0219649     0.0219649     0.0219649
      0.1590     0.0219649     0.0219649     0.0219649
      0.1641     0.0219649     0.0219649     0.0219649
      0.1692     0.0219649     0.0219649     0.0219649
      0.1744     0.0219649     0.0219649     0.0219649
      0.1795     0.0219649     0.0219649     0.0219649
      0.1846     0.0219649     0.0219649     0.0219649
      0.1897     0.0219649     0.0219649     0.0219649
      0.1949     0.0219649     0.0219649     0.0219649
      0.2000     0.0219649     0.0219649     0.0219649
      0.2051     0.0219649     0.0219649     0.0219649
      0.2103     0.0219649     0.0219649     0.0219649
      0.2154     0.0219649     0.0219649     0.0219649
      0.2205     0.0219649     0.0219649     0.0219649
      0.2256     0.0219649     0.0219649     0.0219649
      0.2308     0.0219649     0.0219649     0.0219649
      0.2359     0.0219649     0.0219649     0.0219649
      0.2410     0.0219649     0.0219649     0.0219649
      0.2462     0.0219649     0.0219649     0.0219649
      0.2513     0.0219649     0.0219649     0.0219649
      0.2769     0.0219649     0.0219649     0.0219649
      0.3026     0.0219649     0.0219649     0.0219649
      0.3282     0.0219649     0.0219649     0.0219649
      0.3538     0.0219649     0.0219649     0.0219649
      0.3795     0.0219649     0.0219649     0.0219649
      0.4051     0.0219649     0.0219649     0.0219649
      0.4308     0.0219649     0.0219649     0.0219649
      0.4564     0.0219649     0.0219649     0.0219649
      0.4821     0.0219649     0.0219649     0.0219649
      0.5077     0.0219649     0.0219649     0.0219649
      0.5333     0.0219649     0.0219649     0.0219649
      0.5590     0.0219649     0.0219649     0.0219649
      0.5846     0.0219649     0.0219649     0.0219649
      0.6103     0.0219649     0.0219649     0.0219649
      0.6359     0.0219649     0.0219649     0.0219649
      0.6615     0.0219649     0.0219649     0.0219649
      0.6872     0.0219649     0.0219649     0.0219649
      0.7128     0.0219649     0.0219705     0.0219677
      0.7385     0.0219821     0.0233139     0.0226480
      0.7641     0.0259312     0.0662965     0.0461139
      0.7897     0.1464363     0.4281079     0.2872721
      0.8154     1.0868822     1.6380967     1.3624895
      0.8410     3.9574807     3.7863622     3.8719213
      0.8667     8.3764353     6.1660876     7.2712617
      0.8923    12.3123760     7.9329834    10.1226797
      0.9179    14.3220730     8.7818384    11.5519562
      0.9436    14.1756287     8.7257128    11.4506712
      0.9692    12.7094908     8.1183176    10.4139042
      0.9949    10.7306566     7.2552857     8.9929714
      1.0205     8.6961241     6.2929659     7.4945450
      1.0462     6.9947290     5.4454451     6.2200871
      1.0718     5.5747609     4.6758533     5.1253071
      1.0974     4.4541836     4.0210180     4.2376008
      1.1231     3.5598812     3.4503284     3.5051048
      1.1487     2.9343584     3.0423353     2.9883468
      1.1744     2.4460616     2.7022028     2.5741322
      1.2000     2.0617142     2.4167538     2.2392340
      1.2256     1.7617815     2.1821480     1.9719647
      1.2513     1.5195662     1.9806374     1.7501018
      1.2769     1.3504729     1.8448799     1.5976764
      1.3026     1.2163885     1.7351886     1.4757885
      1.3282     1.1080637     1.6448952     1.3764794
      1.3538     1.0217700     1.5734072     1.2975886
      1.3795     0.9526995     1.5173337     1.2350166
      1.4051     0.9063822     1.4890535     1.1977179
      1.4308     0.8729120     1.4756752     1.1742936
      1.4564     0.8491680     1.4739400     1.1615540
      1.4821     0.8343970     1.4840846     1.1592408
      1.5077     0.8282429     1.5068082     1.1675255
      1.5333     0.8338228     1.5490990     1.1914608
      1.5590     0.8465257     1.6036599     1.2250928
      1.5846     0.8676857     1.6738484     1.2707670
      1.6103     0.8961211     1.7581844     1.3271527
      1.6359     0.9320462     1.8577248     1.3948854
      1.6615     0.9832549     1.9888370     1.4860460
      1.6872     1.0391852     2.1309879     1.5850866
      1.7128     1.1067024     2.2985981     1.7026502
      1.7385     1.1854565     2.4915376     1.8384970
      1.7641     1.2771635     2.7138517     1.9955075
      1.7897     1.3956783     2.9942045     2.1949415
      1.8154     1.5130992     3.2619171     2.3875082
      1.8410     1.6339881     3.4874940     2.5607409
      1.8667     1.7441193     3.5844002     2.6642597
      1.8923     1.8307219     3.5067482     2.6687350
      1.9179     1.9013469     3.3064320     2.6038895
      1.9436     1.9201602     2.9930201     2.4565902
      1.9692     1.9143426     2.6763592     2.2953508
      1.9949     1.8934596     2.3971157     2.1452875
      2.0205     1.8626194     2.1677332     2.0151763
      2.0462     1.8308769     1.9909236     1.9109004
      2.0718     1.7914927     1.8488470     1.8201698
      2.0974     1.7509488     1.7385542     1.7447516
