   0.0000      0.699838  0.477173
   0.0200      0.736146  0.525897
   0.0400      0.769941  0.568662
   0.0600      0.803047  0.611061
   0.0800      0.839009  0.659247
   0.1000      0.854045  0.696703
   0.1200      0.872931  0.739164
   0.1400      0.889275  0.784615
   0.1600      0.916045  0.838096
   0.1800      0.935416  0.884642
   0.2000      0.943725  0.921921
   0.2200      0.960505  0.964846
   0.2400      0.988122  1.017604
   0.2600      1.002134  1.050609
   0.2800      1.028827  1.104098
   0.3000      1.042280  1.146960
   0.3200      1.065349  1.201337
   0.3400      1.104913  1.272328
   0.3600      1.138306  1.330468
   0.3800      1.155416  1.342249
   0.4000      1.165411  1.342808
   0.4200      1.167981  1.334823
   0.4400      1.172233  1.320535
   0.4600      1.159354  1.287339
   0.4800      1.151644  1.263142
   0.5000      1.154203  1.249180
   0.5200      1.147011  1.229391
   0.5400      1.128749  1.201393
   0.5600      1.123750  1.189474
   0.5800      1.116950  1.173296
   0.6000      1.101022  1.149529
   0.6200      1.094875  1.136596
   0.6400      1.093537  1.127839
   0.6600      1.078606  1.107950
   0.6800      1.077241  1.097727
   0.7000      1.078622  1.091299
   0.7200      1.071373  1.075010
   0.7400      1.069381  1.069231
   0.7600      1.065800  1.065154
   0.7800      1.054138  1.052493
   0.8000      1.040042  1.037480
   0.8200      1.032347  1.029125
   0.8400      1.023858  1.019543
   0.8600      1.013287  1.008252
   0.8800      1.007521  1.001804
   0.9000      1.001457  0.995108
   0.9200      0.994347  0.987166
   0.9400      0.990429  0.982379
   0.9600      0.986809  0.978218
   0.9800      0.983272  0.974230
   1.0000      0.980462  0.971156
   1.0200      0.978276  0.968396
   1.0400      0.976357  0.966240
   1.0600      0.975013  0.964477
   1.0800      0.975144  0.964275
   1.1000      0.974762  0.963480
   1.1200      0.974749  0.962986
   1.1400      0.974554  0.962338
   1.1600      0.974975  0.962535
   1.1800      0.974558  0.963030
   1.2000      0.976087  0.965461
   1.2200      0.976127  0.966401
   1.2400      0.976362  0.967495
   1.2600      0.976816  0.968797
   1.2800      0.976670  0.969486
   1.3000      0.977569  0.971166
   1.3200      0.978641  0.972999
   1.3400      0.981387  0.976484
   1.3600      0.982396  0.978197
   1.3800      0.983437  0.979900
   1.4000      0.983954  0.981040
   1.4200      0.985130  0.982791
   1.4400      0.986353  0.984550
   1.4600      0.988395  0.987086
   1.4800      0.989419  0.988576
   1.5000      0.990416  0.989986
   1.5200      0.991088  0.991041
   1.5400      0.992066  0.992371
   1.5600      0.992998  0.993615
   1.5800      0.993896  0.994792
   1.6000      0.994975  0.996116
   1.6200      0.995673  0.997008
   1.6400      0.996333  0.997832
   1.6600      0.996890  0.998531
   1.6800      0.997471  0.999220
   1.7000      0.998000  0.999828
   1.7200      0.998431  1.000313
   1.7400      0.998813  1.000724
   1.7600      0.999125  1.001026
   1.7800      0.999452  1.001332
   1.8000      0.999676  1.001518
   1.8200      0.999841  1.001630
   1.8400      0.999737  1.001461
   1.8600      0.999804  1.001456
   1.8800      0.999836  1.001397
   1.9000      0.999832  1.001302
   1.9200      0.999925  1.001300
   1.9400      0.999867  1.001140
   1.9600      0.999782  1.000952
   1.9800      0.999455  1.000525
   2.0000      0.999349  1.000317
   2.0200      0.999224  1.000089
   2.0400      0.999192  0.999958
   2.0600      0.999041  0.999710
   2.0800      0.998880  0.999454
   2.1000      0.998710  0.999194
   2.1200      0.998533  0.998933
   2.1400      0.998356  0.998676
   2.1600      0.998020  0.998265
   2.1800      0.997864  0.998038
   2.2000      0.997715  0.997824
   2.2200      0.997571  0.997621
   2.2400      0.997433  0.997429
   2.2600      0.997302  0.997253
