   0.0000      0.047924 97.454491  0.624430
   0.0200      0.074809 93.663956  0.624139
   0.0400      0.104695 92.056999  0.604700
   0.0600      0.111839 91.234322  0.603145
   0.0800      0.120419 90.211159  0.595084
   0.1000      0.212500 88.194611  0.588454
   0.1200      0.236588 87.707771  0.578670
   0.1400      0.246100 85.617744  0.569888
   0.1600      0.256578 85.793900  0.567348
   0.1800      0.268553 85.562050  0.565142
   0.2000      0.284622 85.382080  0.562791
   0.2200      0.351175 85.632889  0.556806
   0.2400      0.352257 83.427132  0.545248
   0.2600      0.413644 84.086807  0.543165
   0.2800      0.447538 83.833076  0.536163
   0.3000      0.474772 83.284126  0.530292
   0.3200      0.531668 82.807610  0.521274
   0.3400      0.552116 81.540436  0.515096
   0.3600      0.552355 80.457184  0.504850
   0.3800      0.579883 81.056847  0.499983
   0.4000      0.647286 79.649605  0.492061
   0.4200      0.694432 78.562813  0.484125
   0.4400      0.695289 77.821838  0.474924
   0.4600      0.686359 77.163185  0.464507
   0.4800      0.708125 75.708435  0.455060
   0.5000      0.722721 75.153885  0.444223
   0.5200      0.741721 73.869431  0.434236
   0.5400      0.774707 73.163368  0.425345
   0.5600      0.799053 72.493431  0.415904
   0.5800      0.816379 71.437576  0.405291
   0.6000      0.874813 71.030846  0.392088
   0.6200      0.946346 70.186623  0.380128
   0.6400      0.890803 69.688141  0.367950
   0.6600      0.912578 69.147171  0.354082
   0.6800      0.929442 68.646606  0.340777
   0.7000      0.904451 67.920395  0.327486
   0.7200      0.886192 67.038963  0.311803
   0.7400      0.901848 66.420341  0.298649
   0.7600      0.916337 65.941505  0.282951
   0.7800      0.903361 65.367714  0.265914
   0.8000      0.907004 64.870461  0.247189
   0.8200      0.922226 64.539658  0.232135
   0.8400      0.905638 64.171547  0.213001
   0.8600      0.904498 63.538326  0.196768
   0.8800      0.919082 63.178558  0.178543
   0.9000      0.911193 62.717037  0.159320
   0.9200      0.870275 62.399685  0.141954
   0.9400      0.863207 61.903748  0.124422
   0.9600      0.894981 61.652622  0.105535
   0.9800      0.902033 61.317406  0.090996
   1.0000      0.890119 61.163937  0.076343
   1.0200      0.914667 61.079369  0.062707
   1.0400      0.915727 60.829033  0.047978
   1.0600      0.911732 60.616848  0.033379
   1.0800      0.920147 60.426304  0.018739
   1.1000      0.913925 60.329891  0.004528
   1.1200      0.895344 60.416115 -0.007716
   1.1400      0.912988 60.298958 -0.020318
   1.1600      0.930211 60.271774 -0.033721
   1.1800      0.921621 60.356831 -0.044827
   1.2000      1.009438 60.338760 -0.057337
   1.2200      0.980293 60.323387 -0.069193
   1.2400      0.965708 60.367962 -0.080630
   1.2600      0.959638 60.358089 -0.091563
   1.2800      0.935640 60.401894 -0.101123
   1.3000      0.963989 60.508972 -0.111237
   1.3200      0.957348 60.591457 -0.121136
   1.3400      0.944727 60.703228 -0.130191
   1.3600      0.966893 60.825336 -0.139736
   1.3800      0.949395 60.882595 -0.148065
   1.4000      0.936651 61.039665 -0.157061
   1.4200      0.931036 61.253357 -0.165801
   1.4400      0.924753 61.342579 -0.173458
   1.4600      0.913082 61.469975 -0.181196
   1.4800      0.918024 61.602295 -0.188738
   1.5000      0.938918 61.751125 -0.195448
   1.5200      0.949837 61.898777 -0.202953
   1.5400      0.956387 62.022602 -0.209417
   1.5600      0.957573 62.169975 -0.216204
