   0.0000      0.763756  0.553089  0.762441
   0.0100      0.767584  0.560706  0.766285
   0.0200      0.773499  0.568685  0.770776
   0.0300      0.777716  0.573700  0.775415
   0.0400      0.785684  0.583296  0.782625
   0.0500      0.785921  0.586862  0.784946
   0.0600      0.790850  0.593891  0.789474
   0.0700      0.797098  0.601299  0.792001
   0.0800      0.805628  0.611736  0.800242
   0.0900      0.808483  0.618154  0.803481
   0.1000      0.807354  0.621955  0.803987
   0.1100      0.811207  0.627804  0.807715
   0.1200      0.818840  0.636626  0.815868
   0.1300      0.818317  0.639463  0.815724
   0.1400      0.825653  0.648790  0.823429
   0.1500      0.823866  0.650491  0.824261
   0.1600      0.828455  0.656278  0.827715
   0.1700      0.836354  0.666132  0.834312
   0.1800      0.837051  0.669824  0.833175
   0.1900      0.844416  0.678985  0.841374
   0.2000      0.847039  0.685724  0.843849
   0.2100      0.846793  0.688479  0.842909
   0.2200      0.854078  0.698220  0.850391
   0.2300      0.853919  0.699555  0.850975
   0.2400      0.856879  0.704468  0.852969
   0.2500      0.863984  0.714319  0.861045
   0.2600      0.866166  0.720362  0.865231
   0.2700      0.864493  0.724123  0.863345
   0.2800      0.871396  0.734730  0.869652
   0.2900      0.872864  0.742865  0.871600
   0.3000      0.869581  0.744315  0.868289
   0.3100      0.873281  0.750625  0.871223
   0.3200      0.879202  0.759661  0.877929
   0.3300      0.877019  0.762113  0.875479
   0.3400      0.879556  0.768913  0.878954
   0.3500      0.886233  0.778945  0.886499
   0.3600      0.883647  0.782426  0.884160
   0.3700      0.885846  0.788945  0.886540
   0.3800      0.891588  0.798812  0.892537
   0.3900      0.893694  0.806071  0.894368
   0.4000      0.892004  0.808614  0.890820
   0.4100      0.896595  0.817619  0.897526
   0.4200      0.898643  0.823180  0.899828
   0.4300      0.896346  0.826689  0.898002
   0.4400      0.902592  0.837155  0.904426
   0.4500      0.904287  0.843789  0.906446
   0.4600      0.901771  0.845917  0.903450
   0.4700      0.904149  0.852167  0.906351
   0.4800      0.908995  0.861707  0.911727
   0.4900      0.906113  0.864815  0.909268
   0.5000      0.908699  0.871537  0.910961
   0.5100      0.915557  0.882764  0.917100
   0.5200      0.917498  0.889106  0.920444
   0.5300      0.919816  0.896063  0.922760
   0.5400      0.917416  0.897002  0.919757
   0.5500      0.921364  0.904586  0.923006
   0.5600      0.923333  0.912276  0.925699
   0.5700      0.928338  0.922458  0.931166
   0.5800      0.930273  0.929965  0.932931
   0.5900      0.931999  0.935440  0.935075
   0.6000      0.929946  0.935413  0.930630
   0.6100      0.933392  0.942935  0.933831
   0.6200      0.935807  0.949478  0.937105
   0.6300      0.937941  0.956321  0.939421
   0.6400      0.943623  0.966574  0.945799
   0.6500      0.946298  0.973927  0.946654
   0.6600      0.948685  0.980933  0.948348
   0.6700      0.945154  0.982545  0.944637
   0.6800      0.947796  0.990242  0.947454
   0.6900      0.951729  0.999247  0.949727
   0.7000      0.956862  1.008199  0.956733
   0.7100      0.959736  1.015124  0.960083
   0.7200      0.961849  1.023566  0.962111
   0.7300      0.958215  1.026543  0.959409
   0.7400      0.961426  1.034842  0.963299
   0.7500      0.963982  1.042646  0.965867
   0.7600      0.969248  1.052439  0.970780
   0.7700      0.972082  1.060907  0.973377
   0.7800      0.974312  1.069771  0.975532
   0.7900      0.976716  1.077524  0.977916
   0.8000      0.975409  1.081677  0.976404
   0.8100      0.978140  1.089596  0.980204
   0.8200      0.981210  1.097553  0.982905
   0.8300      0.986478  1.107508  0.987233
   0.8400      0.990061  1.116346  0.989518
   0.8500      0.993492  1.125914  0.992587
   0.8600      0.993804  1.132185  0.992380
   0.8700      0.997068  1.140315  0.995098
   0.8800      1.000580  1.150187  0.999329
   0.8900      1.005616  1.161580  1.004171
   0.9000      1.010948  1.170824  1.007025
   0.9100      1.014140  1.178866  1.011672
   0.9200      1.015145  1.183871  1.012752
   0.9300      1.017840  1.193546  1.016708
   0.9400      1.021529  1.203923  1.021053
   0.9500      1.025796  1.212726  1.024821
   0.9600      1.030742  1.224108  1.030027
   0.9700      1.034726  1.232297  1.034803
   0.9800      1.038473  1.241432  1.039699
   0.9900      1.036726  1.232491  1.037333
   1.0000      1.036413  1.226021  1.037826
   1.0100      1.035944  1.219647  1.038061
