   0.0000      3.646853  1.213025
   0.0200      2.650053  1.609592
   0.0400      2.204124  2.592421
   0.0600      1.854782  1.889903
   0.0800      1.899185  1.503410
   0.1000      2.031119  1.309714
   0.1200      1.831593  1.584609
   0.1400      1.550928  3.337467
   0.1600      1.357417  2.451931
   0.1800      1.445437  1.640036
   0.2000      1.210504  1.273768
   0.2200      1.353227  1.089625
   0.2400      1.178586  0.981927
   0.2600      1.899074  1.172573
   0.2800      1.687237  1.125681
   0.3000      1.308656  0.912688
   0.3200      1.102730  0.784583
   0.3400      1.055009  1.046657
   0.3600      0.935395  0.853844
   0.3800      0.945034  0.903853
   0.4000      0.912480  1.068243
   0.4200      0.795835  0.859976
   0.4400      0.798908  0.763410
   0.4600      0.706824  1.296954
   0.4800      0.753046  0.944003
   0.5000      1.035591  0.859598
   0.5200      0.883145  1.111316
   0.5400      0.853561  0.919250
   0.5600      1.332126  0.801515
   0.5800      0.978928  0.847868
   0.6000      0.798632  0.675573
   0.6200      0.702365  0.600839
   0.6400      0.687934  0.687875
   0.6600      0.621308  0.708752
   0.6800      0.616762  0.690627
   0.7000      0.682068  0.683078
   0.7200      0.707218  0.680394
   0.7400      0.652961  0.691785
   0.7600      0.639887  0.702824
   0.7800      0.631306  0.945477
   0.8000      0.631849  1.090190
   0.8200      0.700838  1.014958
   0.8400      0.727050  1.081505
   0.8600      1.969563  1.047259
   0.8800      1.333721  0.957026
   0.9000      1.062348  0.913547
   0.9200      1.028495  0.896009
   0.9400      1.016517  0.850553
   0.9600      1.034102  0.902542
   0.9800      0.982531  0.854075
   1.0000      0.909307  0.845110
   1.0200      0.942057  0.897648
   1.0400      1.046344  1.278913
   1.0600      0.932911  1.156056
   1.0800      0.942816  1.067353
   1.1000      0.875301  1.017579
   1.1200      0.886913  0.920510
   1.1400      0.885360  0.931547
   1.1600      0.938550  0.865341
   1.1800      0.941447  0.925933
   1.2000      0.934064  0.926196
   1.2200      0.892087  0.864641
   1.2400      1.154248  0.867504
   1.2600      1.038986  0.881158
   1.2800      0.930935  0.878991
   1.3000      0.870384  0.952011
   1.3200      0.836795  0.904062
   1.3400      0.932018  0.940571
   1.3600      0.905165  1.121000
   1.3800      0.934933  1.017334
   1.4000      0.883747  0.962077
   1.4200      1.026624  0.915258
   1.4400      0.910391  0.898766
   1.4600      0.994328  0.913767
   1.4800      0.928995  0.938142
   1.5000      1.085771  0.930025
   1.5200      0.969188  0.942458
   1.5400      0.917282  0.927037
   1.5600      0.897514  1.027383
   1.5800      0.864685  0.978252
   1.6000      0.913351  0.954741
   1.6200      0.960693  1.005383
   1.6400      0.908917  1.006405
   1.6600      0.882586  0.977822
   1.6800      0.878391  0.974739
   1.7000      0.883938  0.975803
   1.7200      0.915635  1.002810
   1.7400      0.917318  0.992559
